ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
3397	Mangdi	corn	sə⁵⁵nə⁵⁵	sə⁵⁵nə⁵⁵	s ə ⁵⁵ + n ə ⁵⁵	3624 3625
3398	Yijiacun	corn	ka³³sa²¹	ka³³sa²¹	k a ³³ + s a ²¹	3626 3624
3399	Yangliu	corn	tɕi⁵⁵mɨ³³	tɕi⁵⁵mɨ³³	tɕ i ⁵⁵ + m ɨ ³³	3624 3623
3400	ProtoLalo	corn	ʃa¹mɨ²	ʃa¹mɨ²	ʃ a ¹ + m ɨ ²	3624 3623
3401	Qingyun	corn	ʂa⁵⁵mʉ̤²¹,ʂam⁵¹	ʂa⁵⁵mʉ̤²¹	ʂ a ⁵⁵ + m ʉ̤ ²¹	3624 3623
3402	Shuizhuping	corn	ʂʅ⁴⁴mɨ²¹	ʂʅ⁴⁴mɨ²¹	ʂ ʅ ⁴⁴ + m ɨ ²¹	3624 3623
3403	Diaocao	corn	u⁵⁵mɛ⁵⁵	u⁵⁵mɛ⁵⁵	u ⁵⁵ + m ɛ ⁵⁵	3622 3623
3404	Xuzhang	corn	ʂu⁴⁵mu³³	ʂu⁴⁵mu³³	ʂ u ⁴⁵ + m u ³³	3624 3623
3405	Yijiacun	corn	ka³³sa²¹	ka³³sa²¹	k a ³³ + s a ²¹	3627 3624
3406	Yangliu	corn	tɕi⁵⁵mɨ³³	tɕi⁵⁵mɨ³³	tɕ i ⁵⁵ + m ɨ ³³	3624 3623
1412	Qingyun	correct	xo⁵⁵	xo⁵⁵	x o ⁵⁵	3655
1413	Shuizhuping	correct	tsɛ²⁴	tsɛ²⁴	ts ɛ ²⁴	3654
1414	Diaocao	correct	ŋa²⁴tsɿ⁵⁵	ŋa²⁴tsɿ⁵⁵	ŋ a ²⁴ + ts ɿ ⁵⁵	3653 3654
1415	Mangdi	correct	dʒu²¹	dʒu²¹	dʒ u ²¹	3654
1416	Yijiacun	correct	ka³³tɛ̠²¹	ka³³tɛ̠²¹	k a ³³ + t ɛ̠ ²¹	3655 3654
1417	Yangliu	correct	xɨ³³	xɨ³³	x ɨ ³³	3655
6051	ProtoLalo	cotton	sa¹la²	sa¹la²	s a ¹ + l a ²	3662 3664
6052	Qingyun	cotton	sa⁵⁵la̤²¹	sa⁵⁵la̤²¹	s a ⁵⁵ + l a̤ ²¹	3662 3664
6053	Shuizhuping	cotton	sa⁴⁴la²¹	sa⁴⁴la²¹	s a ⁴⁴ + l a ²¹	3662 3664
6054	Diaocao	cotton	xɔ⁵⁵miao²¹	xɔ⁵⁵miao²¹	x ɔ ⁵⁵ + m i/j ao ²¹	3662 3663
6055	Xuzhang	cotton	so⁴⁵lo⁴¹	so⁴⁵lo⁴¹	s o ⁴⁵ + l o ⁴¹	3662 3664
6056	Mangdi	cotton	so⁵⁵lo²¹	so⁵⁵lo²¹	s o ⁵⁵ + l o ²¹	3662 3664
6057	Yijiacun	cotton	so⁵⁵lo²¹	so⁵⁵lo²¹	s o ⁵⁵ + l o ²¹	3662 3664
6058	Yangliu	cotton	sa³³la³³xuɛ˞³³	sa³³la³³xuɛ˞³³	s a ³³ + l a ³³ + x u/w ɛ˞/ɛ ³³	3662 3664 3665
6059	ProtoLalo	cotton	sa¹la²	sa¹la²	s a ¹ + l a ²	3662 3664
6060	Qingyun	cotton	sa⁵⁵la̤²¹	sa⁵⁵la̤²¹	s a ⁵⁵ + l a̤ ²¹	3662 3664
6061	Shuizhuping	cotton	sa⁴⁴la²¹	sa⁴⁴la²¹	s a ⁴⁴ + l a ²¹	3662 3664
6062	Xuzhang	cotton	so⁴⁵lo⁴¹	so⁴⁵lo⁴¹	s o ⁴⁵ + l o ⁴¹	3662 3664
6063	Mangdi	cotton	so⁵⁵lo²¹	so⁵⁵lo²¹	s o ⁵⁵ + l o ²¹	3662 3664
6064	Yijiacun	cotton	so⁵⁵lo²¹	so⁵⁵lo²¹	s o ⁵⁵ + l o ²¹	3662 3664
6065	Yangliu	cotton	sa³³la³³xuɛ˞³³	sa³³la³³xuɛ˞³³	s a ³³ + l a ³³ + x u/w ɛ˞/ɛ ³³	3662 3664 3665
4080	ProtoLalo	cough	tsi²	tsi²	ts i ²	3695
4081	Qingyun	cough	tsɿ²¹	tsɿ²¹	ts ɿ ²¹	3695
4082	Shuizhuping	cough	tsɿ²¹	tsɿ²¹	ts ɿ ²¹	3695
4083	Diaocao	cough	tsɿ²¹	tsɿ²¹	ts ɿ ²¹	3695
4084	Xuzhang	cough	tsɿ²¹	tsɿ²¹	ts ɿ ²¹	3695
4085	Mangdi	cough	tsɿ²¹	tsɿ²¹	ts ɿ ²¹	3695
4086	Yijiacun	cough	tsɿ²¹	tsɿ²¹	ts ɿ ²¹	3695
4087	Yangliu	cough	tsɿ²¹	tsɿ²¹	ts ɿ ²¹	3695
200	ProtoLalo	count (number)	ɣo³	ɣo³	ɣ o ³	3704
201	Diaocao	count (number)	ɣə³³	ɣə³³	ɣ ə ³³	3704
202	Xuzhang	count (number)	vv̩˞²⁴ʔĩ⁴⁵³	vv̩˞²⁴ʔĩ⁴⁵³	v v̩˞/v̩ ²⁴ + ʔ ĩ ⁴⁵³	3706 3707
203	Yijiacun	count (number)	ɣɨ³³	ɣɨ³³	ɣ ɨ ³³	3704
204	ProtoLalo	count (number)	gjaŋ¹	gjaŋ¹	g j a ŋ ¹	3708
205	Qingyun	count (number)	gu⁵⁵	gu⁵⁵	g u ⁵⁵	3704
206	Mangdi	count (number)	ku³³tʃa⁵⁵	ku³³tʃa⁵⁵	k u ³³ + tʃ a ⁵⁵	3704 3705
207	ProtoLalo	count (number)	tʃa¹	tʃa¹	tʃ a ¹	3705
208	Shuizhuping	count (number)	tʂa⁴⁴	tʂa⁴⁴	ʈʂ a ⁴⁴	3705
209	Mangdi	count (number)	ku³³tʃa⁵⁵	ku³³tʃa⁵⁵	k u ³³ + tʃ a ⁵⁵	3704 3705
2972	ProtoLalo	cow	a¹ni²	a¹ni²	a ¹ + n i ²	3719 3718
2973	Qingyun	cow	a⁵⁵ŋ̩²¹	a⁵⁵ŋ̩²¹	a ⁵⁵ + ŋ̩ ²¹	3719 3718
2974	Shuizhuping	cow	an⁵¹	an⁵¹	a n ⁵¹	3718
2975	Diaocao	cow	nɛ²¹	nɛ²¹	n ɛ ²¹	3718
2976	Xuzhang	cow	a³⁵ɲi²¹	a³⁵ɲi²¹	a ³⁵ + ɲ i ²¹	3719 3718
2977	Mangdi	cow	a⁵⁵ni²¹	a⁵⁵ni²¹	a ⁵⁵ + n i ²¹	3719 3718
2978	Yijiacun	cow	a²⁴ni²¹	a²⁴ni²¹	a ²⁴ + n i ²¹	3719 3718
2979	Yangliu	cow	a⁴⁵ni⁵¹	a⁴⁵ni⁵¹	a ⁴⁵ + n i ⁵¹	3719 3718
2980	ProtoLalo	cow	a¹ni²	a¹ni²	a ¹ + n i ²	3719 3718
2981	Qingyun	cow	a⁵⁵ŋ̩²¹	a⁵⁵ŋ̩²¹	a ⁵⁵ + ŋ̩ ²¹	3719 3718
2982	Shuizhuping	cow	an⁵¹	an⁵¹	a n ⁵¹	3718
2983	Diaocao	cow	nɛ²¹	nɛ²¹	n ɛ ²¹	3718
2984	Xuzhang	cow	a³⁵ɲi²¹	a³⁵ɲi²¹	a ³⁵ + ɲ i ²¹	3719 3718
2985	Mangdi	cow	a⁵⁵ni²¹	a⁵⁵ni²¹	a ⁵⁵ + n i ²¹	3719 3718
2986	Yijiacun	cow	a²⁴ni²¹	a²⁴ni²¹	a ²⁴ + n i ²¹	3719 3718
2987	Yangliu	cow	a⁴⁵ni⁵¹	a⁴⁵ni⁵¹	a ⁴⁵ + n i ⁵¹	3719 3718
7740	ProtoLalo	crack open; split open	be̠ᶫ	be̠ᶫ	b e̠ ᶫ/³	3747
7741	Qingyun	crack open; split open	bɛ̠²¹	bɛ̠²¹	b ɛ̠ ²¹	3747
7742	Shuizhuping	crack open; split open	bɛ⁵³	bɛ⁵³	b ɛ ⁵³	3747
7743	Diaocao	crack open; split open	bei⁴²kʰe⁵⁵	bei⁴²kʰe⁵⁵	b ei ⁴² + kʰ e ⁵⁵	3747 3748
7744	Xuzhang	crack open; split open	bɛi³³	bɛi³³	b ɛi ³³	3747
7745	Mangdi	crack open; split open	bɛ̠²¹kæ⁵⁵	bɛ̠²¹kæ⁵⁵	b ɛ̠ ²¹ + k æ ⁵⁵	3747 3748
7746	Yijiacun	crack open; split open	bi²¹tuʲ²⁴jo⁵⁵	bi²¹tuʲ²⁴jo⁵⁵	b i ²¹ + t uʲ/ui ²⁴ + j o ⁵⁵	3747 3749 3750
7747	Yangliu	crack open; split open	bai⁵⁵	bai⁵⁵	b ai ⁵⁵	3747
3338	ProtoLalo	crazy	tʰɛ³	tʰɛ³	tʰ ɛ ³	3760
3339	Qingyun	crazy	tʰɛ³³,fɛ²¹	tʰɛ³³	tʰ ɛ ³³	3760
3340	Shuizhuping	crazy	tʰˣɛ³³	tʰˣɛ³³	tʰ ɛ ³³	3760
3341	Diaocao	crazy	tʰɛ³³	tʰɛ³³	tʰ ɛ ³³	3760
3342	Xuzhang	crazy	tʰɛ˞³³	tʰɛ˞³³	tʰ ɛ˞/ɛ ³³	3760
3343	Mangdi	crazy	tʰɛ³³	tʰɛ³³	tʰ ɛ ³³	3760
3344	Yijiacun	crazy	voŋ²⁴la⁵⁵ko³³	voŋ²⁴la⁵⁵ko³³	v o ŋ ²⁴ + l a ⁵⁵ + k o ³³	3761 3762 3763
3345	Yangliu	crazy	tʰɛ˞³³	tʰɛ˞³³	tʰ ɛ˞/ɛ ³³	3760
5875	ProtoLalo	cricket	bɨ¹tʃɛ̠ᶫ	bɨ¹tʃɛ̠ᶫ	b ɨ ¹ + tʃ ɛ̠ ᶫ/³	3771 3772
5876	Qingyun	cricket	bɤ̤²¹tʂʅ̠²¹	bɤ̤²¹tʂʅ̠²¹	b ɤ̤ ²¹ + ʈʂ ʐ̩ ²¹	3771 3774
5877	Shuizhuping	cricket	bɨ²⁴tʂɛ⁵³	bɨ²⁴tʂɛ⁵³	b ɨ ²⁴ + ʈʂ ɛ ⁵³	3771 3772
5878	Diaocao	cricket	bə³³tsɿ⁴²	bə³³tsɿ⁴²	b ə ³³ + ts ɿ ⁴²	3771 3772
5879	Xuzhang	cricket	bɨ²¹tsɿ³³sy⁵⁵ly⁵⁵	bɨ²¹tsɿ³³sy⁵⁵ly⁵⁵	b ɨ ²¹ + ts ɿ ³³ + s y ⁵⁵ + l y ⁵⁵	3771 3772 3775 3776
5880	Mangdi	cricket	ɛ³³toŋ³³	ɛ³³toŋ³³	ɛ ³³ + t o ŋ ³³	3773 3772
5881	Yijiacun	cricket	pɨ³⁵tɕɛ²¹nio³¹	pɨ³⁵tɕɛ²¹nio³¹	p ɨ ³⁵ + tɕ ɛ ²¹ + n i/j o ³¹	3771 3772 3778
5882	Yangliu	cricket	a⁵⁵kʰɨ⁴¹tsa²¹pɛ˞³³lo²¹	a⁵⁵kʰɨ⁴¹tsa²¹pɛ˞³³lo²¹	a ⁵⁵ + kʰ ɨ ⁴¹ + ts a ²¹ + p ɛ˞/ɛ ³³ + l o ²¹	3773 3777 3772 3771 3776
5883	ProtoLalo	cricket	bɨ¹tʃɛ̠ᶫ	bɨ¹tʃɛ̠ᶫ	b ɨ ¹ + tʃ ɛ̠ ᶫ/³	3771 3772
5884	Qingyun	cricket	bɤ̤²¹tʂʅ̠²¹	bɤ̤²¹tʂʅ̠²¹	b ɤ̤ ²¹ + ʈʂ ʐ̩ ²¹	3771 3774
5885	Shuizhuping	cricket	bɨ²⁴tʂɛ⁵³	bɨ²⁴tʂɛ⁵³	b ɨ ²⁴ + ʈʂ ɛ ⁵³	3771 3772
5886	Diaocao	cricket	bə³³tsɿ⁴²	bə³³tsɿ⁴²	b ə ³³ + ts ɿ ⁴²	3771 3772
5887	Xuzhang	cricket	bɨ²¹tsɿ³³sy⁵⁵ly⁵⁵	bɨ²¹tsɿ³³sy⁵⁵ly⁵⁵	b ɨ ²¹ + ts ɿ ³³ + s y ⁵⁵ + l y ⁵⁵	3771 3772 3775 3776
5888	Yijiacun	cricket	pɨ³⁵tɕɛ²¹nio³¹	pɨ³⁵tɕɛ²¹nio³¹	p ɨ ³⁵ + tɕ ɛ ²¹ + n i/j o ³¹	3771 3772 3778
5889	Yangliu	cricket	a⁵⁵kʰɨ⁴¹tsa²¹pɛ˞³³lo²¹	a⁵⁵kʰɨ⁴¹tsa²¹pɛ˞³³lo²¹	a ⁵⁵ + kʰ ɨ ⁴¹ + ts a ²¹ + p ɛ˞/ɛ ³³ + l o ²¹	3773 3777 3772 3771 3776
1673	ProtoLalo	crooked; bent	go̠ᶫ	go̠ᶫ	g o̠ ᶫ/³	3814
1674	Qingyun	crooked; bent	wo̠²¹	wo̠²¹	w o̠ ²¹	3815
1675	Shuizhuping	crooked; bent	woʔ⁵³	woʔ⁵³	w o ʔ ⁵³	3815
1676	Diaocao	crooked; bent	gu⁴²	gu⁴²	g u ⁴²	3814
1677	Xuzhang	crooked; bent	wan³³	wan³³	w a n ³³	3815
1678	Mangdi	crooked; bent	go²¹	go²¹	g o ²¹	3814
1679	Yijiacun	crooked; bent	da²⁴gu²¹	da²⁴gu²¹	d a ²⁴ + g u ²¹	3816 3814
1680	Yangliu	crooked; bent	go⁵³, wan³³	go⁵³	g o ⁵³	3814
6272	ProtoLalo	cross (over)	kjo̠ᶫ	kjo̠ᶫ	k j o̠ ᶫ/³	3824
6273	Qingyun	cross (over)	ky²¹	ky²¹	k y ²¹	3824
6274	Diaocao	cross (over)	ku⁴²	ku⁴²	k u ⁴²	3824
6275	Mangdi	cross (over)	kɨ²¹	kɨ²¹	k ɨ ²¹	3824
6276	Yijiacun	cross (over)	gɨ²¹kuɛ²⁴	gɨ²¹kuɛ²⁴	g ɨ ²¹ + k u/w ɛ ²⁴	3824 3826
6277	Yangliu	cross (over)	tɛ˞⁵⁵ji³³, gɨ²¹ji³³	tɛ˞⁵⁵ji³³	t ɛ˞/ɛ ⁵⁵ + j i ³³	3825 3824
559	ProtoLalo	crow	a¹ŋja̠Hbɛ̠H	a¹ŋja̠Hbɛ̠H	a ¹ + ŋ j a̠ H/¹ + b ɛ̠ H/¹	3833 3834 3835
560	Qingyun	crow	a⁵⁵ɲɛ̠³³ba̠³³	a⁵⁵ɲɛ̠³³ba̠³³	a ⁵⁵ + ɲ ɛ̠ ³³ + b a̠ ³³	3833 3834 3835
561	Shuizhuping	crow	a⁴⁴ɲi⁴⁴bɛ⁴⁴	a⁴⁴ɲi⁴⁴bɛ⁴⁴	a ⁴⁴ + ɲ i ⁴⁴ + b ɛ ⁴⁴	3833 3834 3835
562	Xuzhang	crow	a⁵⁵ɲa³³bɛ³³mu³³	a⁵⁵ɲa³³bɛ³³mu³³	a ⁵⁵ + ɲ a ³³ + b ɛ ³³ + m u ³³	3833 3834 3835 3836
563	ProtoLalo	crow	a¹ŋja̠Hbɛ̠H	a¹ŋja̠Hbɛ̠H	a ¹ + ŋ j a̠ H/¹ + b ɛ̠ H/¹	3833 3834 3835
564	Qingyun	crow	a⁵⁵ɲɛ̠³³ba̠³³	a⁵⁵ɲɛ̠³³ba̠³³	a ⁵⁵ + ɲ ɛ̠ ³³ + b a̠ ³³	3833 3834 3835
565	Shuizhuping	crow	a⁴⁴ɲi⁴⁴bɛ⁴⁴	a⁴⁴ɲi⁴⁴bɛ⁴⁴	a ⁴⁴ + ɲ i ⁴⁴ + b ɛ ⁴⁴	3833 3834 3835
566	Diaocao	crow	a⁵⁵nɛ³³bɛ³³	a⁵⁵nɛ³³bɛ³³	a ⁵⁵ + n ɛ ³³ + b ɛ ³³	3833 3834 3835
567	Xuzhang	crow	a⁴⁴ɲa⁴⁴bɛ⁴⁴mu³³	a⁴⁴ɲa⁴⁴bɛ⁴⁴mu³³	a ⁴⁴ + ɲ a ⁴⁴ + b ɛ ⁴⁴ + m u ³³	3833 3834 3835 3836
568	ProtoLalo	crow	a¹ne̠H	a¹ne̠H	a ¹ + n e̠ H/¹	3833 3834
569	Qingyun	crow	a⁵⁵ɲɛ̠³³ba̠³³	a⁵⁵ɲɛ̠³³ba̠³³	a ⁵⁵ + ɲ ɛ̠ ³³ + b a̠ ³³	3833 3834 3835
570	Mangdi	crow	a⁵⁵nɛ̠³³	a⁵⁵nɛ̠³³	a ⁵⁵ + n ɛ̠ ³³	3833 3834
571	Yijiacun	crow	a⁵⁵ni̠³³mo³³	a⁵⁵ni̠³³mo³³	a ⁵⁵ + n i̠ ³³ + m o ³³	3833 3834 3836
572	Yangliu	crow	a⁵⁵ni⁵³	a⁵⁵ni⁵³	a ⁵⁵ + n i ⁵³	3833 3834
3013	ProtoLalo	cry	ŋo¹	ŋo¹	ŋ o ¹	3875
3014	Qingyun	cry	ŋə⁵⁵	ŋə⁵⁵	ŋ ə ⁵⁵	3875
3015	Shuizhuping	cry	ŋv̩²⁴	ŋv̩²⁴	ŋ v̩ ²⁴	3876
3016	Diaocao	cry	ŋə²⁴	ŋə²⁴	ŋ ə ²⁴	3875
3017	Xuzhang	cry	mɤ̪˞²⁴	mɤ̪˞²⁴	m ɤ̪˞/ɤ ²⁴	3877
3018	Mangdi	cry	ŋɨ⁵⁵	ŋɨ⁵⁵	ŋ ɨ ⁵⁵	3875
3019	Yijiacun	cry	ŋɨ²⁴	ŋɨ²⁴	ŋ ɨ ²⁴	3875
3020	Yangliu	cry	ŋo³³	ŋo³³	ŋ o ³³	3875
6089	ProtoLalo	cucumber	sa²kje²	sa²kje²	s a ² + k j e ²	3884 3885
6090	Qingyun	cucumber	sɛ̤²¹kɛ̤²¹	sɛ̤²¹kɛ̤²¹	s ɛ̤ ²¹ + k ɛ̤ ²¹	3884 3885
6091	Shuizhuping	cucumber	sa²¹q/kai²¹	sa²¹q	s a ²¹ + q	3884 3885
6092	Diaocao	cucumber	sa²¹kei²¹	sa²¹kei²¹	s a ²¹ + k ei ²¹	3884 3885
6093	Xuzhang	cucumber	saŋ²¹kai²¹	saŋ²¹kai²¹	s a ŋ ²¹ + k ai ²¹	3884 3885
6094	Mangdi	cucumber	sa²¹kɨ²¹	sa²¹kɨ²¹	s a ²¹ + k ɨ ²¹	3884 3885
6095	Yijiacun	cucumber	ɕi³³kĩŋ²¹	ɕi³³kĩŋ²¹	ɕ i ³³ + k ĩ ŋ ²¹	3884 3885
6096	Yangliu	cucumber	sa²¹kai²¹	sa²¹kai²¹	s a ²¹ + k ai ²¹	3884 3885
6097	ProtoLalo	cucumber	sa²kjɛ²	sa²kjɛ²	s a ² + k j ɛ ²	3884 3885
6098	Qingyun	cucumber	sɛ̤²¹kɛ̤²¹	sɛ̤²¹kɛ̤²¹	s ɛ̤ ²¹ + k ɛ̤ ²¹	3884 3885
6099	Shuizhuping	cucumber	sa²¹q/kai²¹	sa²¹q	s a ²¹ + q	3884 3885
6100	Xuzhang	cucumber	saŋ²¹kai²¹	saŋ²¹kai²¹	s a ŋ ²¹ + k ai ²¹	3884 3885
6101	Yijiacun	cucumber	ɕi³³kĩŋ²¹	ɕi³³kĩŋ²¹	ɕ i ³³ + k ĩ ŋ ²¹	3884 3885
6102	Yangliu	cucumber	sa²¹kai²¹	sa²¹kai²¹	s a ²¹ + k ai ²¹	3884 3885
3449	ProtoLalo	cure; treat; heal	goŋ³	goŋ³	g o ŋ ³	3913
3450	Qingyun	cure; treat; heal	ɣə³³	ɣə³³	ɣ ə ³³	3913
3451	Shuizhuping	cure; treat; heal	ɣo³³	ɣo³³	ɣ o ³³	3913
3452	Diaocao	cure; treat; heal	gɤ̪³³wu²¹	gɤ̪³³wu²¹	g ɤ̪/ɤ ³³ + w u ²¹	3913 3914
3453	Xuzhang	cure; treat; heal	ʝi³³	ʝi³³	ʝ i ³³	3913
3454	Mangdi	cure; treat; heal	no⁵⁵gu³³	no⁵⁵gu³³	n o ⁵⁵ + g u ³³	3915 3913
3455	Yijiacun	cure; treat; heal	gu³³kʰo²¹	gu³³kʰo²¹	g u ³³ + kʰ o ²¹	3913 3917
3456	Yangliu	cure; treat; heal	gɤ̪³³gɤ̪⁵³	gɤ̪³³gɤ̪⁵³	g ɤ̪/ɤ ³³ + g ɤ̪/ɤ ⁵³	3913 3916
505	Shuizhuping	custom	tʂʰu³³	tʂʰu³³	ʈʂʰ u ³³	3927
506	Diaocao	custom	ɕɯ⁵⁵tu²¹	ɕɯ⁵⁵tu²¹	ɕ ɯ ⁵⁵ + t u ²¹	3926 3927
507	Xuzhang	custom	fəŋ²¹su³³	fəŋ²¹su³³	f ə ŋ ²¹ + s u ³³	3929 3926
508	Mangdi	custom	li⁵⁵ki³³	li⁵⁵ki³³	l i ⁵⁵ + k i ³³	3928 3927
509	Yijiacun	custom	ɛ²¹li⁵³	ɛ²¹li⁵³	ɛ ²¹ + l i ⁵³	3930 3928
510	Yangliu	custom	ɕĩŋ³³	ɕĩŋ³³	ɕ ĩ ŋ ³³	3926
3330	ProtoLalo	cut (reap)	ɣi̠ᶫ	ɣi̠ᶫ	ɣ i̠ ᶫ/³	3937
3331	Qingyun	cut (reap)	ɣɨ̠²¹	ɣɨ̠²¹	ɣ ɨ̠ ²¹	3937
3332	Shuizhuping	cut (reap)	ɣɨʔ⁵³	ɣɨʔ⁵³	ɣ ɨ ʔ ⁵³	3937
3333	Diaocao	cut (reap)	ʝi⁴²	ʝi⁴²	ʝ i ⁴²	3937
3334	Xuzhang	cut (reap)	ɣɨʔ³³	ɣɨʔ³³	ɣ ɨ ʔ ³³	3937
3335	Mangdi	cut (reap)	ɣɨʔ²¹	ɣɨʔ²¹	ɣ ɨ ʔ ²¹	3937
3336	Yijiacun	cut (reap)	tɕʰɛ²¹	tɕʰɛ²¹	tɕʰ ɛ ²¹	3937
3337	Yangliu	cut (reap)	ɣɨ⁵³	ɣɨ⁵³	ɣ ɨ ⁵³	3937
1649	ProtoLalo	dance	ga³kʰe/ɛ³	ga³kʰe	g a ³ + kʰ e	3946 3948
1650	Qingyun	dance	ɦa³³kʰɛ³³	ɦa³³kʰɛ³³	ɦ a ³³ + kʰ ɛ ³³	3949 3946
1651	Shuizhuping	dance	ɣa³³kʰai³³	ɣa³³kʰai³³	ɣ a ³³ + kʰ ai ³³	3948 3946
1652	Xuzhang	dance	tsai²¹	tsai²¹	ts ai ²¹	3946
1653	Mangdi	dance	go³³tɛ²¹	go³³tɛ²¹	g o ³³ + t ɛ ²¹	3946 3947
1654	Yijiacun	dance	pa³³go³³	pa³³go³³	p a ³³ + g o ³³	3950 3946
1655	Yangliu	dance	bə³³	bə³³	b ə ³³	3950
1656	ProtoLalo	dance	ga³kʰe/ɛ³	ga³kʰe	g a ³ + kʰ e	3946 3948
1657	Qingyun	dance	ɦa³³kʰɛ³³	ɦa³³kʰɛ³³	ɦ a ³³ + kʰ ɛ ³³	3949 3946
1658	Shuizhuping	dance	ɣa³³kʰai³³	ɣa³³kʰai³³	ɣ a ³³ + kʰ ai ³³	3948 3946
1659	Xuzhang	dance	tsai²¹	tsai²¹	ts ai ²¹	3946
1660	Mangdi	dance	go³³tɛ²¹	go³³tɛ²¹	g o ³³ + t ɛ ²¹	3946 3951
1661	Yijiacun	dance	pa³³go³³	pa³³go³³	p a ³³ + g o ³³	3950 3946
1662	Yangliu	dance	bə³³	bə³³	b ə ³³	3950
1149	ProtoLalo	daughter	za²mɛ²	za²mɛ²	z a ² + m ɛ ²	3971 3972
1150	Qingyun	daughter	zɛ̤²¹mɛ̤²¹	zɛ̤²¹mɛ̤²¹	z ɛ̤ ²¹ + m ɛ̤ ²¹	3971 3972
1151	Shuizhuping	daughter	za²¹mɛ²¹	za²¹mɛ²¹	z a ²¹ + m ɛ ²¹	3971 3972
1152	Diaocao	daughter	zɔ²¹mɛ²¹	zɔ²¹mɛ²¹	z ɔ ²¹ + m ɛ ²¹	3971 3972
1153	Xuzhang	daughter	za²¹mɛ˞²¹	za²¹mɛ˞²¹	z a ²¹ + m ɛ˞/ɛ ²¹	3971 3972
1154	Mangdi	daughter	jo²¹mɛ²¹, zo²¹mɛ²¹	jo²¹mɛ²¹	j o ²¹ + m ɛ ²¹	3973 3972
1155	Yijiacun	daughter	zo³³mɛ²¹	zo³³mɛ²¹	z o ³³ + m ɛ ²¹	3971 3972
1156	Yangliu	daughter	za²¹mɛ˞²¹	za²¹mɛ˞²¹	z a ²¹ + m ɛ˞/ɛ ²¹	3971 3972
2105	ProtoLalo	daughter-in-law	kʰɨ²ma³	kʰɨ²ma³	kʰ ɨ ² + m a ³	3989 3990
2106	Qingyun	daughter-in-law	kʰɨ²¹ma³³	kʰɨ²¹ma³³	kʰ ɨ ²¹ + m a ³³	3989 3990
2107	Shuizhuping	daughter-in-law	kʰɨ²¹ma³³	kʰɨ²¹ma³³	kʰ ɨ ²¹ + m a ³³	3989 3990
2108	Diaocao	daughter-in-law	zɔ²¹tɕʰi²¹mɔ³³	zɔ²¹tɕʰi²¹mɔ³³	z ɔ ²¹ + tɕʰ i ²¹ + m ɔ ³³	3988 3989 3990
2109	Xuzhang	daughter-in-law	kʰɨ²¹mo³³	kʰɨ²¹mo³³	kʰ ɨ ²¹ + m o ³³	3989 3990
2110	Mangdi	daughter-in-law	kʰɨ²¹mo³³	kʰɨ²¹mo³³	kʰ ɨ ²¹ + m o ³³	3989 3990
2111	Yijiacun	daughter-in-law	kʰɨ²¹mo³³	kʰɨ²¹mo³³	kʰ ɨ ²¹ + m o ³³	3989 3990
2112	Yangliu	daughter-in-law	kʰɨ²¹ma³³	kʰɨ²¹ma³³	kʰ ɨ ²¹ + m a ³³	3989 3990
1216	Qingyun	dawn	a⁵⁵n̩²¹tʰi³³la⁵⁵	a⁵⁵n̩²¹tʰi³³la⁵⁵	a ⁵⁵ + n̩ ²¹ + tʰ i ³³ + l a ⁵⁵	4006 4013 4014 4007
1217	Shuizhuping	dawn	n̩²¹tʰɛ²¹gɨ³³li⁴⁴gɨ³³la³³	n̩²¹tʰɛ²¹gɨ³³li⁴⁴gɨ³³la³³	n̩ ²¹ + tʰ ɛ ²¹ + g ɨ ³³ + l i ⁴⁴ + g ɨ ³³ + l a ³³	4013 4014 4010 4007 4015 4009
1218	Diaocao	dawn	i⁵⁵li⁵⁵va³³la³³	i⁵⁵li⁵⁵va³³la³³	i ⁵⁵ + l i ⁵⁵ + v a ³³ + l a ³³	4006 4007 4008 4009
1219	Xuzhang	dawn	a³⁵mv̩⁴¹tʰɛi³³	a³⁵mv̩⁴¹tʰɛi³³	a ³⁵ + m v̩ ⁴¹ + tʰ ɛi ³³	4006 4016 4014
1220	Mangdi	dawn	xo³³məŋ²¹soŋ⁵³	xo³³məŋ²¹soŋ⁵³	x o ³³ + m ə ŋ ²¹ + s o ŋ ⁵³	4010 4011 4012
1221	Yijiacun	dawn	a²⁴tʰv̩²¹bo³³lo²⁴	a²⁴tʰv̩²¹bo³³lo²⁴	a ²⁴ + tʰ v̩ ²¹ + b o ³³ + l o ²⁴	4006 4018 4008 4009
1222	Yangliu	dawn	n̩²¹tʰai³³ɲa³³	n̩²¹tʰai³³ɲa³³	n̩ ²¹ + tʰ ai ³³ + ɲ a ³³	4013 4014 4017
382	ProtoLalo	day	ʔni³	ʔni³	ˀn i ³	4034
383	Qingyun	day	ʔɲɛ³³	ʔɲɛ³³	ˀɲ ɛ ³³	4034
384	Shuizhuping	day	ĩ³³	ĩ³³	ĩ ³³	4035
385	Diaocao	day	nɛ³³	nɛ³³	n ɛ ³³	4034
386	Xuzhang	day	ĩ³³	ĩ³³	ĩ ³³	4035
387	Mangdi	day	ni³³	ni³³	n i ³³	4034
388	Yijiacun	day	ni³³	ni³³	n i ³³	4034
389	Yangliu	day	ĩ³³	ĩ³³	ĩ ³³	4035
